Production date,Q15a,Q15b,Q16,Q17,Q18,Q19,Q20,Q21,Q14b,Q14a,Q13,Q12,Q11b,Q11a,Q10,Q9,Q8b,Q8a,Q7,Q6,Q5,Q4b,Q4a,Q3,Q1,Q2,Q22,Q23
2059-09-01,28.636932,28.78895,28.430231,28.405432,27.25639,28.925314,28.715694,28.958036,28.98564,28.980776,28.75855,28.820524,28.587414,28.52688,28.86253,29.406994,29.65973,28.524998,28.50892,29.300186,29.110544,29.118374,27.663334,29.13057,29.170015,29.120953,28.958036,28.946007
2059-10-01,21.242697,21.958855,22.677103,22.698915,22.440254,22.17446,21.617453,22.261415,22.188583,22.176394,22.312912,22.278982,22.40661,22.426361,22.571741,22.509651,22.057705,20.733704,20.646633,22.143028,21.55803,21.14582,19.864946,21.820877,21.69312,21.639986,22.261415,22.229452
2059-11-01,14.457369,15.838742,17.04837,17.086905,17.474302,15.906757,15.19318,16.018154,16.18534,16.16594,16.503403,16.416601,16.7431,16.793903,16.931858,16.598362,15.582811,13.684217,13.365634,15.925856,14.888555,13.647725,12.060304,15.318191,15.098883,14.980394,16.018154,15.977205
2059-12-01,14.832127,15.969011,17.006758,17.040129,17.572626,16.003473,15.413499,16.095575,16.259386,16.24308,16.543396,16.465889,16.757431,16.812912,16.91828,16.614729,15.805101,14.271996,13.873613,16.075283,15.250216,14.080851,12.365248,15.579559,15.411603,15.312855,16.095575,16.06172
2060-01-01,11.856433,13.091551,14.3106,14.352522,14.967243,13.121139,12.501017,13.217946,13.3716755,13.354688,13.641842,13.568111,13.845443,13.871709,13.803858,13.369659,12.576095,11.14656,10.796462,12.937432,12.227411,11.10484,9.346521,12.523791,12.407966,12.304771,13.217946,13.182361
2060-02-01,11.48728,12.786242,14.033163,14.076837,14.720612,12.940915,12.249716,13.04882,13.055016,13.038142,13.346399,13.26688,13.565992,13.595675,13.608103,13.204801,12.181639,10.37544,9.975063,12.6476145,11.733236,10.383919,8.325835,12.145783,11.965037,11.857542,13.04882,13.009155
2060-03-01,12.831808,13.863047,15.002067,15.044161,15.648603,14.195273,13.50049,14.303738,14.059282,14.045566,14.248398,14.196789,14.390919,14.375649,14.303198,13.955451,13.183824,11.711749,11.445394,13.544342,12.850184,11.991839,10.116823,13.215797,13.04164,12.97967,14.303738,14.263867
2060-04-01,16.17989,16.652029,17.356459,17.384039,17.415396,17.149601,16.578682,17.238728,16.738728,16.731361,16.821228,16.798714,16.883404,16.851349,16.814425,16.639769,16.22749,15.0731735,15.15774,16.36332,15.887751,16.007751,14.679837,16.224564,16.025705,16.035973,17.238728,17.205965
2060-05-01,18.074293,18.470753,18.798605,18.808752,18.61396,18.755959,18.391941,18.812784,18.571352,18.565802,18.608044,18.598032,18.6357,18.6324,18.810484,18.886372,18.605907,17.305468,17.127108,18.588758,18.10254,17.60432,16.123241,18.345364,18.224073,18.19284,18.812784,18.791895
2060-06-01,25.252361,24.724255,23.789764,23.747225,22.575424,24.853813,24.982788,24.83368,24.742533,24.747498,24.360718,24.464918,24.072983,24.00137,24.330416,25.092533,25.888199,25.311035,25.405708,25.298899,25.54472,25.857592,25.175146,25.394537,25.556074,25.55494,24.83368,24.84108
2060-07-01,29.588627,28.374878,27.172667,27.126244,25.733826,28.749031,28.989925,28.711426,28.212435,28.225403,27.785812,27.902239,27.464306,27.398945,27.696598,28.506788,29.659325,29.837774,30.125454,28.876831,29.436651,30.773912,30.368465,29.232182,29.332394,29.436192,28.711426,28.725248
2060-08-01,30.972412,29.63065,28.212551,28.160936,26.864935,29.998463,30.404175,29.935125,29.368597,29.386044,28.861732,29.000057,28.479752,28.362461,28.531956,29.327267,30.63688,30.903923,31.195574,29.812868,30.499563,32.06454,31.23197,30.28032,30.412949,30.527065,29.935125,29.958406
2060-09-01,27.382484,27.97795,28.189636,28.185274,27.206161,27.943632,27.5768,28.000898,28.287357,28.275074,28.170687,28.202528,28.082766,28.023624,28.406029,28.821728,28.624544,26.965786,26.852646,28.417618,27.794313,27.524628,25.749481,28.0583,27.92069,27.868168,28.000898,27.979847
2060-10-01,19.67614,21.001913,22.172064,22.206877,22.276865,21.070585,20.318607,21.187977,21.39236,21.37174,21.628857,21.564316,21.807085,21.837488,22.0685,21.91101,21.014809,18.88075,18.750639,21.23667,20.195705,19.322243,17.710463,20.634064,20.407482,20.2991,21.187977,21.144825
2060-11-01,15.217836,16.532597,17.672367,17.705994,17.98466,16.703539,15.900438,16.828913,16.919277,16.899036,17.137127,17.077675,17.301304,17.317852,17.358864,17.07683,16.293594,14.661491,14.370142,16.601717,15.825083,14.665609,13.105444,16.127506,16.019537,15.902183,16.828913,16.782827
2060-12-01,13.623293,15.027029,16.217447,16.252756,16.435802,15.226848,14.379641,15.359107,15.426647,15.4056015,15.629338,15.574023,15.782091,15.78101,15.784351,15.4836035,14.604542,12.872835,12.42176,15.013408,14.213086,12.738327,10.657113,14.535952,14.438745,14.312112,15.359107,15.31049
2061-01-01,9.472618,11.226188,12.660649,12.70395,13.4840975,11.16962,10.349177,11.2977,11.6908455,11.66616,12.109669,11.995372,12.4253025,12.517565,12.644144,12.18278,10.9736805,8.8362,8.203542,11.461072,10.31957,8.277618,6.0458226,10.721534,10.574918,10.393724,11.2977,11.250619
2061-02-01,12.102896,13.348728,14.391446,14.424647,14.957845,13.4643,12.813921,13.565831,13.647862,13.631108,13.890723,13.824446,14.073748,14.094271,14.10223,13.761144,12.851327,11.242987,10.801769,13.282128,12.48454,11.057043,9.1478615,12.815219,12.695853,12.580144,13.565831,13.528509
2061-03-01,15.093871,16.129753,17.028744,17.055952,17.267384,16.282091,15.654646,16.380043,16.419357,16.403765,16.63643,16.57719,16.800022,16.829742,17.005503,16.835186,16.030113,14.303076,14.024904,16.26441,15.384678,14.517055,12.634187,15.776655,15.562503,15.483351,16.380043,16.344036
2061-04-01,15.271038,16.12397,16.9551,16.98308,17.14694,16.500519,15.844878,16.60287,16.328392,16.316164,16.5177,16.466038,16.660366,16.680841,16.844254,16.699224,15.931163,14.150532,13.982754,16.167292,15.311533,14.713284,12.782164,15.7473135,15.51485,15.461079,16.60287,16.565248
2061-05-01,18.059742,18.43925,18.816696,18.82777,18.703947,18.571617,18.257751,18.620613,18.568699,18.561987,18.655258,18.631638,18.720493,18.751368,18.986462,19.056097,18.814054,17.629536,17.477264,18.720043,18.216753,17.915834,16.544477,18.445896,18.306097,18.279202,18.620613,18.602602
2061-06-01,23.396896,22.852016,22.353159,22.33299,21.60877,22.943926,23.060673,22.9257,22.804867,22.80969,22.652224,22.69388,22.537193,22.54409,22.818153,23.255909,23.851591,23.624868,23.744934,23.322868,23.45564,24.125772,23.695211,23.395872,23.403826,23.447613,22.9257,22.932398
2061-07-01,27.381832,25.695946,24.40242,24.358236,23.158163,25.877241,26.412277,25.793716,25.392004,25.410583,24.942936,25.065489,24.604515,24.52927,24.583166,25.237265,26.796661,28.007282,28.620522,25.893147,26.920385,29.271667,29.901085,26.565487,26.69896,26.880648,25.793716,25.824417
2061-08-01,29.832878,28.85562,27.802614,27.75968,26.414734,29.016197,29.274279,28.975908,28.764215,28.773968,28.481144,28.558395,28.267818,28.281971,28.779476,29.584276,30.629902,30.502129,30.72406,29.726381,30.016624,31.191154,30.811901,29.841679,29.897783,29.957888,28.975908,28.990717
2061-09-01,28.033367,28.009066,27.664883,27.642956,26.691154,27.97171,27.919014,27.979937,28.155977,28.153091,28.001528,28.043678,27.885136,27.885647,28.26085,28.772123,29.100578,28.156048,28.018778,28.702536,28.574097,28.46246,26.997698,28.556454,28.617956,28.579216,27.979937,27.976913
2061-10-01,19.074074,19.994759,20.868587,20.895882,20.90567,20.13204,19.549395,20.223,20.257273,20.24301,20.452034,20.398884,20.598808,20.639992,20.81657,20.688725,20.13411,18.669722,18.502256,20.214237,19.493065,18.825846,17.605474,19.780954,19.63026,19.551271,20.223,20.189564
2061-11-01,15.326605,16.308102,17.1686,17.195425,17.052807,16.61953,15.936522,16.726154,16.56782,16.553593,16.649347,16.627098,16.71079,16.675549,16.63868,16.463133,15.964092,14.5687275,14.324676,16.175177,15.645364,14.77908,13.08452,15.88262,15.825112,15.740373,16.726154,16.686958
2061-12-01,14.343799,15.622793,16.670181,16.701633,16.9439,15.629603,14.997086,15.728347,15.965747,15.947493,16.157415,16.105108,16.30186,16.305935,16.342403,16.086714,15.333137,13.760869,13.314436,15.625897,14.87736,13.549157,11.59186,15.158067,15.061008,14.93959,15.728347,15.69205
2062-01-01,11.744396,12.8997345,13.961063,13.994283,14.349117,12.911943,12.300556,13.007387,13.217065,13.199688,13.43266,13.373823,13.595137,13.6100855,13.587677,13.260411,12.5173,11.162706,10.819887,12.855204,12.1817875,11.164576,9.360286,12.463955,12.359201,12.263143,13.007387,12.972303
2062-02-01,14.828098,16.089008,17.132599,17.159504,17.12103,16.108362,15.362532,16.224794,16.530039,16.508518,16.676916,16.636833,16.787605,16.789448,16.911247,16.784504,16.168842,14.586098,14.237789,16.320833,15.586126,14.577746,12.692508,15.852288,15.751579,15.639881,16.224794,16.181995
2062-03-01,13.364307,14.454911,15.458847,15.490644,15.742211,14.606629,13.9515705,14.708891,14.746694,14.730563,14.963632,14.904429,15.127122,15.156232,15.248684,15.015846,14.287892,12.675659,12.375445,14.535957,13.764843,12.731953,11.057701,14.090288,13.947298,13.854149,14.708891,14.671301
2062-04-01,16.559324,16.70343,17.013165,17.025518,16.93297,17.003391,16.70818,17.049477,16.736456,16.73349,16.761456,16.754633,16.780296,16.771156,16.784603,16.750519,16.648409,15.903582,15.900258,16.640825,16.432032,16.539003,15.290039,16.594213,16.50781,16.51978,17.049477,17.032536
2062-05-01,20.245201,20.643707,20.80367,20.801237,20.280487,20.663153,20.379152,20.707487,20.858194,20.849821,20.931984,20.911848,20.987595,21.049202,21.545647,21.852646,21.680595,20.194473,20.010595,21.377085,20.721249,20.287735,19.06679,20.944859,20.788637,20.736984,20.707487,20.691189
2062-06-01,25.433983,25.17208,24.740797,24.716711,23.7022,25.17352,25.16042,25.175566,25.280252,25.27913,25.08608,25.139072,24.939753,24.92088,25.30502,25.867754,26.364271,25.48911,25.557104,25.800709,25.708284,26.054804,25.248827,25.74215,25.717752,25.73454,25.175566,25.174812
2062-07-01,28.649235,26.98724,25.728765,25.687792,24.552322,27.25487,27.768494,27.174686,26.646461,26.666117,26.205053,26.325516,25.872406,25.796923,25.837507,26.470049,27.95274,28.985577,29.405636,27.121922,28.113596,30.14614,30.024212,27.78339,27.924183,28.097748,27.174686,27.20416
2062-08-01,28.80034,27.709373,26.575693,26.531746,25.352718,27.928173,28.233303,27.880537,27.559973,27.572124,27.155258,27.265709,26.850266,26.790491,27.048706,27.8009,29.007578,29.205322,29.51342,28.187988,28.767694,30.078588,29.852564,28.51834,28.66481,28.743195,27.880537,27.898046
2062-09-01,24.967018,25.000034,24.991077,24.98756,24.443892,25.227255,25.014435,25.260477,25.069853,25.067505,24.961376,24.990982,24.879631,24.844254,24.974253,25.206831,25.290247,24.408081,24.444855,25.162647,25.026545,25.113075,23.919264,25.12584,25.111519,25.110498,25.260477,25.248264
2062-10-01,22.631224,22.872272,22.92219,22.920488,22.421278,23.269415,22.918362,23.324219,22.960308,22.956945,22.866354,22.891994,22.795551,22.755775,22.83038,22.996597,22.998646,22.103233,21.864264,22.963507,22.822659,22.306555,20.632751,22.876898,22.927042,22.883734,23.324219,23.304073
2062-11-01,17.214533,18.174026,18.810022,18.826094,18.48472,18.428137,17.817333,18.52349,18.450052,18.43661,18.462414,18.45904,18.47173,18.425467,18.404606,18.33599,17.952932,16.558884,16.199507,18.141697,17.711763,16.554644,14.668368,17.86327,17.908907,17.796318,18.52349,18.488441
2062-12-01,14.315792,15.583782,16.81625,16.859205,17.314373,15.678667,15.025863,15.780577,15.854165,15.837365,16.14597,16.066336,16.365881,16.400194,16.408169,16.004368,15.040276,13.363516,12.995036,15.470227,14.604856,13.346765,11.485773,14.984608,14.815355,14.710239,15.780577,15.743115
2063-01-01,8.970266,10.536047,12.1266,12.182935,13.2303095,10.540409,9.792093,10.657229,10.864891,10.844048,11.291914,11.175378,11.613726,11.685589,11.6098175,10.969729,9.807098,8.007891,7.5801597,10.3741,9.402985,7.846346,5.9627132,9.812046,9.644125,9.511235,10.657229,10.614287
2063-02-01,9.982819,11.243681,12.619715,12.669802,13.535161,11.329424,10.664696,11.433195,11.497927,11.481,11.890641,11.783468,12.186599,12.2655325,12.231615,11.679289,10.6405945,9.048319,8.757166,11.143266,10.272276,9.124722,7.4972987,10.662653,10.486208,10.386724,11.433195,11.39505
2063-03-01,12.98548,13.945487,14.946191,14.9825115,15.475855,14.180929,13.588982,14.273338,14.132713,14.120185,14.395889,14.324068,14.594224,14.634827,14.675983,14.344407,13.518821,11.963005,11.640551,13.863517,13.0864315,12.028621,10.295515,13.459111,13.273842,13.203362,14.273338,14.239369
2063-04-01,16.335938,16.932142,17.613527,17.636545,17.56271,17.231432,16.701563,17.31415,17.098003,17.088135,17.23092,17.194649,17.331093,17.347704,17.507917,17.441753,16.949553,15.65487,15.721605,17.026411,16.374008,16.378208,15.326022,16.71905,16.516233,16.49122,17.31415,17.283743
2063-05-01,19.659197,19.658627,19.759085,19.760939,19.457983,19.96803,19.689949,20.011442,19.717592,19.71504,19.680761,19.690813,19.653008,19.650217,19.828701,20.01497,20.095009,19.276052,19.368526,19.886261,19.673159,19.94549,19.113592,19.814512,19.728682,19.745644,20.011442,19.995483
2063-06-01,24.738312,23.644794,22.777891,22.747128,21.769531,23.81491,24.115654,23.767962,23.466919,23.478582,23.183163,23.260601,22.969322,22.948994,23.167671,23.739315,24.762735,25.028488,25.346302,24.055954,24.550459,25.870756,25.832687,24.383434,24.445044,24.550486,23.767962,23.78522
2063-07-01,30.859447,29.292377,27.686285,27.627064,26.12697,29.5213,30.077183,29.434519,29.012644,29.032307,28.533333,28.664139,28.172121,28.136736,28.525082,29.504076,30.99783,31.600159,31.821924,30.013405,30.811035,32.252098,31.974617,30.42846,30.639156,30.736532,29.434519,29.466417
2063-08-01,29.684654,28.505463,27.30124,27.25486,25.834053,28.715948,29.060806,28.662113,28.340036,28.35323,27.971212,28.071865,27.693264,27.663107,27.96104,28.711508,29.81044,30.051655,30.227306,29.092014,29.660303,30.731462,30.233475,29.41595,29.560802,29.643303,28.662113,28.681902
2063-09-01,29.494738,28.817532,27.919302,27.882906,26.718693,29.137135,29.250969,29.119364,28.734468,28.7426,28.392794,28.486038,28.135307,28.055626,28.245155,28.837072,29.604515,29.20198,29.37434,29.076508,29.368832,30.18065,29.063633,29.277937,29.374573,29.416943,29.119364,29.125895
2063-10-01,21.55193,22.107307,22.561516,22.571577,22.272537,22.208397,21.786907,22.274197,22.336193,22.325603,22.422348,22.398838,22.48728,22.518318,22.780134,22.870464,22.63264,21.249344,21.07945,22.505905,21.957504,21.54332,20.016678,22.17403,22.05696,22.007065,22.274197,22.25001
2063-11-01,19.46611,20.530672,21.29231,21.313591,20.96362,20.802902,20.140568,20.9063,20.815674,20.801085,20.82484,20.822338,20.831749,20.77045,20.794014,20.752132,20.223429,18.675121,18.296045,20.45488,19.89085,18.688349,16.668406,20.113321,20.09432,19.982298,20.9063,20.868292
2063-12-01,11.38106,12.854429,14.249852,14.297138,14.891792,12.941203,12.1819,13.059739,13.190787,13.170789,13.505175,13.419376,13.742102,13.778463,13.7622595,13.308227,12.349232,10.565195,10.201895,12.75806,11.858349,10.475297,8.760357,12.223921,12.083932,11.952634,13.059739,13.016167
2064-01-01,9.498498,10.960538,12.301317,12.345975,12.943077,11.017448,10.285192,11.131762,11.301116,11.281268,11.593325,11.51358,11.8135395,11.840988,11.811633,11.374201,10.431145,8.756792,8.337427,10.853142,9.995751,8.506849,6.8247886,10.33609,10.214927,10.081653,11.131762,11.089742
2064-02-01,8.976456,10.473419,12.006522,12.062447,12.944267,10.71412,9.887542,10.843158,10.753987,10.735087,11.11168,11.014065,11.381245,11.415447,11.282389,10.674785,9.627478,7.933421,7.625891,10.14854,9.2651825,7.935319,6.3624797,9.655873,9.504795,9.381077,10.843158,10.795725
2064-03-01,18.052898,18.430279,18.54463,18.54308,17.89361,18.949203,18.441498,19.028461,18.579369,18.573265,18.414446,18.459454,18.29016,18.192625,18.232635,18.43572,18.441097,17.443779,17.23801,18.369387,18.17673,17.83329,15.951008,18.28363,18.29207,18.254469,19.028461,18.999327
2064-04-01,16.045807,16.919992,17.698633,17.724077,17.907663,17.160952,16.59644,17.249079,17.128765,17.116776,17.292656,17.247929,17.416168,17.436012,17.603859,17.4996,16.898586,15.250656,14.966944,17.01834,16.261963,15.353811,13.687619,16.595316,16.427204,16.352617,17.249079,17.216684
2064-05-01,22.878075,22.818493,22.530622,22.513432,21.629532,22.906748,22.817436,22.92069,22.91565,22.914087,22.82976,22.853199,22.765034,22.799017,23.368618,23.947908,24.145115,22.913034,22.859314,23.640835,23.227169,23.239388,22.224022,23.35273,23.260408,23.238562,22.92069,22.915565
2064-06-01,26.923874,27.463675,27.749441,27.742607,26.641106,27.00813,26.740576,27.049898,27.902502,27.88557,27.868889,27.878063,27.84356,27.85651,28.446194,28.94677,28.85048,27.28067,27.29376,28.414417,27.703928,27.780945,26.75138,27.968037,27.754585,27.723389,27.049898,27.034544
2064-07-01,28.812962,27.014687,25.740738,25.69929,24.667093,27.305393,27.813946,27.226004,26.669048,26.689074,26.224548,26.345856,25.88957,25.822956,25.866673,26.512798,28.13318,29.341473,29.826134,27.20461,28.286724,30.608707,30.57955,27.922894,28.054632,28.252403,27.226004,27.255186
2064-08-01,30.4588,29.101686,27.81497,27.769106,26.383049,29.367039,29.800644,29.299349,28.84219,28.859192,28.442987,28.551931,28.142147,28.108397,28.420815,29.22475,30.51324,30.735374,30.867903,29.6436,30.277744,31.464094,30.641495,30.015,30.159224,30.25726,29.299349,29.32423
2064-09-01,25.862545,26.110952,26.38173,26.383444,25.88428,25.975319,25.739792,26.012089,26.34334,26.333923,26.447924,26.419382,26.526741,26.6185,27.183506,27.51834,27.481228,26.088644,26.273287,27.018494,26.371056,26.818628,26.205137,26.615118,26.398027,26.385492,26.012089,25.998573
2064-10-01,23.252123,24.60712,25.582254,25.605003,25.100895,24.470655,23.810246,24.573753,25.072746,25.050678,25.118578,25.106071,25.153122,25.113583,25.327116,25.388775,24.74606,22.78297,22.414865,24.88372,24.059502,22.812761,20.742287,24.353067,24.264782,24.130192,24.573753,24.535854
2064-11-01,18.203354,19.32627,20.303642,20.332537,20.382605,19.629072,18.846207,19.751286,19.656494,19.639414,19.794413,19.756775,19.898352,19.915611,20.033596,19.92889,19.405504,17.876476,17.512878,19.551527,18.919659,17.778563,15.990421,19.120184,19.089827,18.967878,19.751286,19.70636
2064-12-01,12.257452,13.649656,14.800547,14.834218,15.231143,13.560693,12.903099,13.663351,14.046415,14.025795,14.363221,14.276764,14.601973,14.669968,14.780989,14.4420805,13.562276,11.848511,11.436141,13.871895,12.977973,11.554979,9.937026,13.292147,13.171415,13.032487,13.663351,13.625615
2065-01-01,11.997101,13.226856,14.318694,14.353098,14.684931,13.20513,12.602758,13.299167,13.548159,13.530498,13.79292,13.726125,13.977379,14.010377,14.050356,13.739691,13.012901,11.544338,11.120059,13.271639,12.533253,11.290717,9.536101,12.804352,12.696848,12.582182,13.299167,13.2646
2065-02-01,13.232203,14.458582,15.497063,15.530478,15.952592,14.476782,13.8969,14.567307,14.74867,14.73228,15.018019,14.944513,15.221006,15.263105,15.378053,15.093535,14.217336,12.445988,12.054077,14.521932,13.61772,12.298152,10.5561075,13.985508,13.820098,13.705239,14.567307,14.534031
2065-03-01,14.820249,15.907623,16.99375,17.031277,17.468336,15.973196,15.400971,16.062527,16.153252,16.138174,16.441025,16.362492,16.657898,16.710468,16.858276,16.578657,15.669891,13.8637,13.554779,15.970924,15.02907,13.99574,12.164902,15.458868,15.223817,15.142469,16.062527,16.02969
2065-04-01,16.190182,16.834347,17.715244,17.748125,17.866468,17.047285,16.544783,17.12573,16.978855,16.96863,17.18469,17.128517,17.339813,17.377605,17.495295,17.304377,16.738674,15.4411955,15.468872,16.857346,16.181953,16.115677,14.942833,16.541004,16.30698,16.28781,17.12573,17.096893
2065-05-01,19.705393,19.68596,19.87056,19.875063,19.568682,19.831812,19.606415,19.866999,19.76972,19.765926,19.837193,19.818779,19.888044,19.94773,20.297918,20.503592,20.587543,19.682238,19.806091,20.199282,19.813868,20.321278,19.668211,20.007605,19.82113,19.849344,19.866999,19.854063
2065-06-01,23.786255,23.695091,23.547926,23.538265,22.609219,23.97895,23.765842,24.012218,23.764307,23.762865,23.598608,23.64383,23.473736,23.433699,23.635935,24.004406,24.34141,23.783886,23.843412,23.991571,23.972376,24.1421,23.709286,23.973244,23.975765,23.98138,24.012218,23.999989
2065-07-01,29.583456,27.741943,26.319822,26.27454,24.98833,28.185196,28.70417,28.104177,27.334017,27.356897,26.809006,26.952286,26.413353,26.298649,26.245018,26.902565,28.494064,29.829079,30.247759,27.69126,28.864801,31.02385,30.842327,28.484222,28.663149,28.85724,28.104177,28.133957
2065-08-01,31.572567,30.565422,29.424429,29.378048,27.903404,30.757225,31.029392,30.714737,30.463224,30.473679,30.092518,30.193687,29.813152,29.775005,30.224277,31.084698,32.15709,31.847645,31.83277,31.26823,31.593157,32.311874,31.230814,31.441238,31.491955,31.563808,30.714737,30.730354
2065-09-01,26.735931,26.321894,26.099987,26.089571,25.589394,26.613523,26.47669,26.634884,26.33332,26.334188,26.194427,26.232334,26.08976,26.05505,26.26196,26.597904,26.94086,26.38782,26.723536,26.540716,26.465944,27.647116,26.942032,26.620161,26.46978,26.557356,26.634884,26.627031
2065-10-01,18.423193,19.504498,20.54874,20.583618,20.82099,19.580624,18.993187,19.67233,19.767593,19.75226,20.034666,19.96178,20.235939,20.290234,20.42355,20.165272,19.375256,17.644417,17.348452,19.627533,18.778807,17.7176,16.043314,19.139662,18.96719,18.873985,19.67233,19.63862
2065-11-01,13.337149,14.796061,16.118975,16.163963,16.725338,15.012777,14.21448,15.137401,15.111359,15.092415,15.404697,15.324644,15.625762,15.650685,15.65757,15.24365,14.181322,12.295126,11.842775,14.6689005,13.721475,12.11426,10.148899,14.120146,13.965005,13.83313,15.137401,15.091591
2065-12-01,11.479107,12.765221,13.992912,14.033435,14.488113,12.719937,12.100098,12.816701,13.08535,13.066941,13.396914,13.311887,13.631715,13.685879,13.727867,13.334846,12.505215,10.989721,10.602209,12.798661,11.972397,10.777047,9.145832,12.292519,12.139281,12.028183,12.816701,12.781131
2066-01-01,13.869684,15.041423,16.0776,16.110777,16.540005,15.033415,14.4668255,15.121865,15.334567,15.318061,15.619249,15.541558,15.833792,15.880884,15.993961,15.688902,14.802612,13.140891,12.783027,15.105292,14.208128,13.059955,11.358771,14.586893,14.38749,14.290279,15.121865,15.089352
2066-02-01,11.27812,12.341663,13.530924,13.574428,14.365552,12.4524765,11.860741,12.544852,12.556571,12.542009,12.900773,12.806839,13.16017,13.224537,13.229372,12.7675085,11.842684,10.325255,10.075638,12.239824,11.409239,10.504835,8.904156,11.807569,11.591727,11.521961,12.544852,12.510896
2066-03-01,12.835653,13.913322,15.120334,15.163743,15.783847,13.949916,13.377691,14.039247,14.148118,14.13276,14.456322,14.372212,14.68859,14.738881,14.786399,14.39963,13.561567,11.959129,11.741754,13.84917,12.999493,12.254538,10.550892,13.403068,13.172311,13.104795,14.039247,14.00641
2066-04-01,18.157448,18.501282,18.97035,18.984152,18.876429,18.688911,18.285688,18.75186,18.661234,18.652966,18.76693,18.738085,18.846584,18.877552,19.029274,19.00811,18.86157,17.759321,17.871803,18.722574,18.289165,18.617815,17.46173,18.523886,18.37113,18.369144,18.75186,18.72872
2066-05-01,18.957668,19.156406,19.453493,19.462994,19.22024,19.420214,19.094515,19.471058,19.240715,19.236055,19.275661,19.266125,19.301998,19.307327,19.423683,19.462488,19.356754,18.419666,18.48467,19.27323,18.957752,19.087185,18.123146,19.149527,19.041622,19.044094,19.471058,19.452368
2066-06-01,24.54652,23.91362,23.33117,23.307463,22.538233,23.932428,24.11905,23.903296,23.86215,23.867607,23.708395,23.750355,23.592525,23.612226,24.002413,24.53819,25.23855,24.962845,25.06806,24.530018,24.60613,25.33719,25.085234,24.560228,24.515797,24.571667,23.903296,23.914005
2066-07-01,29.0386,28.282621,27.229925,27.184555,25.75347,28.468645,28.651499,28.4401,28.246046,28.253874,27.899668,27.994194,27.638634,27.622353,28.096598,28.955725,29.945187,29.57581,29.558569,29.143696,29.449827,29.799522,29.101713,29.217543,29.374071,29.383677,28.4401,28.450592
2066-08-01,30.370014,30.29906,29.95131,29.922422,28.74144,30.537064,30.151073,30.597322,30.59833,30.589964,30.37144,30.433361,30.200459,30.167788,30.736301,31.475346,31.911545,30.757126,30.936531,31.221169,30.921278,31.670578,30.63866,31.030312,30.904278,30.924313,30.597322,30.575172
2066-09-01,26.457872,26.069706,25.89831,25.8925,25.372095,26.369078,26.272419,26.384167,26.028439,26.031033,25.911907,25.943708,25.82409,25.806099,25.945251,26.209688,26.58091,26.166023,26.433636,26.244774,26.279274,27.162107,26.609467,26.3444,26.288855,26.34909,26.384167,26.378618
2066-10-01,21.530024,22.587345,23.503391,23.528576,23.402796,22.616636,21.992573,22.71406,22.939363,22.921719,23.144474,23.0885,23.299047,23.349676,23.648804,23.604177,22.884916,20.963526,20.740118,23.006327,22.0873,21.278013,19.436974,22.462269,22.271015,22.178415,22.71406,22.67825
2066-11-01,16.2801,17.387033,18.418552,18.448425,18.434265,17.639154,16.839111,17.76405,17.749468,17.730852,17.876692,17.841972,17.97257,17.964657,17.95651,17.754675,17.276423,15.975958,15.826217,17.441545,16.897552,16.246567,14.865596,17.107283,17.059364,16.965096,17.76405,17.71814
2066-12-01,14.278115,15.671017,16.932598,16.973787,17.550333,15.7677145,15.032078,15.882556,16.010077,15.990795,16.308872,16.22733,16.53405,16.58236,16.669899,16.3256,15.396055,13.669046,13.232079,15.743209,14.830614,13.403442,11.617971,15.175782,15.027717,14.896748,15.882556,15.840342
2067-01-01,13.141483,14.451724,15.634501,15.673193,16.076971,14.54766,13.856539,14.655552,14.767951,14.749897,15.082741,14.996834,15.319973,15.381106,15.50852,15.179746,14.270636,12.5070505,12.039116,14.568302,13.626763,12.236576,10.311881,13.992746,13.816339,13.69536,14.655552,14.615892
2067-02-01,11.155321,12.483797,13.839523,13.885627,14.612812,12.405998,11.771528,12.505046,12.806944,12.787662,13.205165,13.096489,13.505272,13.590907,13.677841,13.212636,12.251505,10.519412,10.236716,12.55669,11.569832,10.563279,8.9776535,11.983759,11.748908,11.64742,12.505046,12.4686365
2067-03-01,13.727888,15.080692,16.259113,16.294767,16.640305,15.009738,14.352708,15.112308,15.460594,15.440202,15.712883,15.6440325,15.903012,15.9306965,16.140142,15.940937,15.175516,13.261411,12.926665,15.245368,14.236755,13.276535,11.385131,14.632719,14.387005,14.27931,15.112308,15.074604
2067-04-01,19.135263,19.597208,19.980782,19.986235,19.60794,19.68978,19.255402,19.75759,19.858631,19.847183,19.787796,19.807127,19.734413,19.678295,19.789425,19.936235,20.006744,19.026978,19.041124,19.74561,19.461935,19.70033,18.30557,19.598484,19.510714,19.495739,19.75759,19.732662
2067-05-01,22.848206,22.685726,22.319172,22.299934,21.483082,22.785864,22.744167,22.792374,22.750036,22.750051,22.576778,22.624062,22.446213,22.421852,22.677223,23.108402,23.449823,22.74062,22.734285,23.115635,23.094612,23.224844,22.148151,23.081442,23.126043,23.117867,22.792374,22.789982
2067-06-01,25.630259,24.89689,24.232798,24.20782,23.28889,24.978027,25.20424,24.942713,24.792192,24.79991,24.574825,24.634148,24.411018,24.392883,24.658745,25.168234,25.824259,25.48096,25.649725,25.28967,25.475824,26.26109,25.588337,25.44058,25.439066,25.50798,24.942713,24.955692
